x,y
-41.02,102.5
30.23547,84.39827
30.23547,84.48293
30.23547,84.58453
30.23547,84.466
30.23547,83.97493
30.23547,83.92413
30.23547,84.34747
30.23547,83.9072
30.4048,84.73693
30.42173,85.24493
30.42173,83.63627
30.42173,85.82066
30.42173,85.70213
30.42173,85.10947
30.42173,86.02386
30.42173,85.8884
30.42173,85.26186
30.42173,85.90533
30.42173,85.6344
30.42173,84.94013
30.42173,85.4312
30.42173,86.15933
30.42173,85.6852
30.42173,85.00787
30.42173,86.05773
30.42173,85.228
30.42173,86.2948
30.42173,85.87147
30.64187,86.53187
30.67573,86.53187
30.9128,86.53187
30.98053,83.48386
31.04827,83.48386
31.13293,83.48386
31.1668,83.48386
31.20067,83.48386
31.2684,83.48386
31.30227,83.48386
31.3192,83.3992
31.5224,83.21294
31.5732,83.21294
31.79333,83.21294
31.89493,83.22987
31.94573,86.53187
32.01347,86.53187
32.0304,86.53187
32.11507,86.53187
32.2336,83.21294
32.4368,86.53187
32.52147,83.48386
32.5384,86.53187
32.5892,83.48386
32.5892,86.53187
32.62307,83.48386
32.65693,83.48386
32.6908,83.48386
32.70773,86.53187
32.7416,86.53187
32.75853,86.53187
32.86013,86.53187
32.91093,86.53187
32.96173,83.48386
32.97867,86.53187
33.01254,83.48386
33.0464,86.53187
33.08027,83.48386
33.13107,83.48386
33.18187,83.48386
33.1988,86.53187
33.23267,83.48386
33.26653,86.53187
33.3004,83.48386
33.33427,83.48386
33.3512,83.48386
33.36813,86.53187
33.38507,86.53187
33.402,86.53187
33.53747,86.53187
33.5544,83.48386
33.57133,83.48386
33.6052,86.53187
33.62214,86.53187
33.656,83.48386
33.67293,83.48386
33.67293,86.53187
33.7068,83.48386
33.72373,86.53187
33.7576,83.48386
33.7576,86.53187
33.77453,90.27413
33.77453,89.71533
33.77453,89.15653
33.77453,88.5808
33.77453,87.9712
33.77453,87.3616
33.77453,86.7012
33.77453,90.29107
33.77453,90.08787
33.77453,89.46133
33.77453,88.85173
33.77453,88.20827
33.77453,87.54787
33.77453,86.8536
33.77453,90.3588
33.77453,89.37666
33.77453,88.71627
33.77453,88.022
33.77453,87.3108
33.77453,90.17253
33.77453,89.6984
33.77453,88.95333
33.77453,88.44534
33.77453,87.90347
33.77453,87.07373
33.77453,83.46693
33.77453,90.68053
33.77453,90.18947
33.77453,90.02013
33.77453,89.47826
33.77453,88.9364
33.77453,88.3776
33.77453,87.78493
33.77453,87.17533
33.77453,86.5488
33.77453,89.91853
33.77453,89.546
33.77453,89.00414
33.77453,88.61467
33.77453,88.20827
33.77453,87.80186
33.77453,87.34467
33.77453,86.87054
33.77453,82.9928
33.77453,81.8244
33.77453,91.79813
33.77453,90.47733
33.77453,90.1048
33.77453,89.96933
33.77453,89.35973
33.77453,88.71627
33.77453,88.276
33.77453,87.8188
33.77453,87.32774
33.77453,86.8028
33.77453,82.70493
33.77453,90.6128
33.77453,89.9524
33.77453,89.4952
33.77453,89.038
33.77453,88.30987
33.77453,87.54787
33.77453,87.006
33.77453,82.942
33.77453,90.42654
33.77453,89.51213
33.77453,89.27507
33.77453,88.90253
33.77453,88.64854
33.77453,88.39453
33.77453,88.1236
33.77453,87.83573
33.77453,87.514
33.77453,86.58266
33.77453,82.06147
33.77453,80.36813
33.77453,92.27227
33.77453,91.91666
33.77453,90.47733
33.77453,89.98627
33.77453,89.7492
33.77453,89.78307
33.77453,89.22427
33.77453,88.9364
